
country,area_name,aoi_category,longitude,latitude,year,biomass_mg_ha,s2_B1,s2_B2,s2_B3,s2_B4,s2_B5,s2_B6,s2_B7,s2_B8,s2_B8A,s2_B9,s2_B11,s2_B12,s2_AOT,s2_WVP,s2_SCL,s2_TCI_R,s2_TCI_G,s2_TCI_B,s2_NDVI,s2_EVI,s2_NDWI
Brazil,Amazonas,Stable_Forest,-59.5764942216277,-6.911053891080921,2019,385.840271,211.0,234.5,469.0,230.5,783.0,2439.5,3066.5,3500.5,3389.5,2896.0,1521.5,630.5,65.0,3935.0,4.0,25.0,48.0,23.5,0.8764406442642212,2.615372310645445,-0.7636982202529907
Brazil,Amazonas,Stable_Forest,-57.0586961432975,-8.193848116803597,2019,0.5896850228309631,188.0,192.5,307.5,184.0,579.5,2207.5,2947.5,2881.5,3212.5,3143.0,1510.0,620.0,68.0,2553.5,4.0,19.5,31.5,20.5,0.8799543380737305,2.6521482646740733,-0.8071495890617371
Brazil,Amazonas,Stable_Forest,-58.312295122286294,-10.79303355987502,2019,15.13377857208252,191.0,213.0,404.5,231.5,756.0,2249.0,2766.0,2877.0,3057.5,3037.5,1572.0,669.0,70.0,2739.5,4.0,23.5,42.5,23.0,0.8510535359382629,2.4775238808765687,-0.7534664273262024
Brazil,Amazonas,Stable_Forest,-59.36053922732536,-5.179191854826895,2019,211.506653,258.5,261.5,447.0,238.0,753.0,2177.0,2772.0,2831.5,3136.0,3106.5,1480.5,594.5,114.0,3933.0,4.0,25.0,45.5,27.0,0.8449258804321289,2.8199412852016965,-0.727314293384552
Brazil,Amazonas,Stable_Forest,-56.52644433745668,-10.923019781487115,2019,106.726379,254.0,238.0,458.0,243.0,848.0,2523.0,3260.0,3272.0,3611.0,3640.0,1506.0,630.0,68.0,2445.0,4.0,25.0,48.0,25.0,0.8617354035377502,2.5704344874405978,-0.7544236183166504
Brazil,Amazonas,Stable_Forest,-60.7212173881812,-9.026586385182394,2019,198.385559,239.0,250.0,390.0,246.0,655.0,1990.0,2684.0,2943.0,3046.0,2939.0,1539.0,605.0,65.0,3164.0,4.0,25.0,39.0,26.0,0.8457196354866028,2.649312377210216,-0.76597660779953
Brazil,Amazonas,Stable_Forest,-57.77294662570093,-5.5595385461231,2019,293.7364501953125,345.0,340.0,547.0,383.0,813.0,2578.0,3215.0,3417.0,3505.0,3393.0,1596.0,675.0,99.0,3489.0,4.0,39.0,56.0,34.0,0.7984210252761841,2.3957675300063173,-0.7240161299705505
Brazil,Amazonas,Stable_Forest,-55.50865312054927,-6.858143120846281,2019,230.8128204345703,180.0,214.0,362.0,234.0,685.0,2174.0,2768.0,2680.0,3072.0,3126.0,1525.0,685.0,70.0,3069.0,4.0,24.0,37.0,22.0,0.8393959999084473,2.465725806451613,-0.76199871301651
Brazil,Amazonas,Stable_Forest,-57.576754567649225,-8.093236804982212,2019,130.021729,250.0,225.0,425.0,199.0,715.0,2376.0,3096.0,3519.0,3451.0,3449.0,1434.0,552.0,70.0,3153.0,4.0,21.0,44.0,24.0,0.8929532170295715,2.74244176441434,-0.7844827771186829
Brazil,Amazonas,Stable_Forest,-60.069399818024074,-9.089737949655996,2019,101.74436950683594,172.0,191.0,330.0,181.0,586.0,1955.0,2572.0,2577.0,2896.0,2726.0,1307.0,529.0,65.0,3167.0,4.0,19.0,34.0,20.0,0.8687454462051392,2.6842930764060045,-0.7729617953300476
Brazil,Amazonas,Stable_Forest,-59.129582367778234,-6.903597874222728,2019,162.996033,252.5,263.5,439.0,277.5,765.5,2255.0,2845.0,2910.5,3195.0,2963.5,1445.0,576.5,65.0,3762.5,4.0,28.5,45.0,27.0,0.8259096741676331,2.5314873569849055,-0.7378713488578796
Brazil,Amazonas,Stable_Forest,-55.79395805478563,-9.023352450159564,2019,36.29833984375,182.5,194.5,400.0,208.0,698.0,2539.0,3267.0,3315.0,3542.0,3372.0,1388.0,543.5,57.0,2611.0,4.0,21.0,41.0,20.5,0.8819188475608826,2.501408904275018,-0.784656822681427
Brazil,Amazonas,Stable_Forest,-55.47254084612766,-7.700134036651508,2019,0.37465500831604004,624.0,579.0,865.0,942.0,1524.0,2215.0,2517.0,2541.0,2839.0,2845.0,3246.0,2172.0,69.0,2976.0,4.0,96.0,88.0,61.0,0.45908698439598083,1.0379073088407114,-0.49207282066345215
Brazil,Amazonas,Stable_Forest,-56.809323820425924,-5.7493525656575555,2019,371.398224,185.0,193.0,373.0,172.0,714.0,2674.0,3405.0,3330.0,3742.0,3226.0,1411.0,555.0,70.0,3176.0,4.0,19.0,37.0,19.0,0.9017704129219055,2.7079403189847366,-0.7985417246818542
Brazil,Amazonas,Stable_Forest,-55.654629354218685,-8.852403051591619,2019,169.461441,179.0,212.0,411.0,199.5,756.5,2725.5,3482.5,3678.0,3868.5,3492.5,1772.0,749.0,57.0,2626.5,4.0,21.0,42.0,21.5,0.8970986604690552,2.6464546561168594,-0.7989728450775146
Brazil,Amazonas,Stable_Forest,-57.26072725069598,-5.590440591896812,2019,54.326683044433594,215.0,183.0,289.0,188.0,601.0,2134.0,2581.0,1829.0,2871.0,3237.0,1302.0,515.0,99.0,3398.0,4.0,18.0,30.0,20.0,0.8135845065116882,2.5875118259224217,-0.7271010279655457
Brazil,Amazonas,Stable_Forest,-64.58199681627008,-9.783057685939443,2019,1.02217698097229,441.0,575.0,869.0,988.0,1467.0,2196.0,2545.0,2602.0,2866.0,2827.0,3092.0,1847.0,111.0,3242.0,4.0,101.0,89.0,59.0,0.44958215951919556,0.9565011259926515,-0.4992797374725342
Brazil,Amazonas,Stable_Forest,-64.80756378411249,-9.725296013170558,2019,73.592262,241.0,290.0,475.0,256.0,810.0,2767.0,3525.0,3442.0,3983.0,3670.0,1700.0,698.0,111.0,3528.0,4.0,26.0,49.0,30.0,0.8615467548370361,2.84058487874465,-0.7574674487113953
Brazil,Amazonas,Stable_Forest,-62.25113814856516,-9.549944869710426,2019,32.19169235229492,244.0,271.0,470.0,269.0,811.0,2314.0,2880.0,2856.0,3216.0,2928.0,1605.0,691.0,64.0,3192.0,4.0,28.0,48.0,28.0,0.8278399705886841,2.6522452327250354,-0.7173782587051392
Brazil,Amazonas,Stable_Forest,-57.45467352053738,-8.273708345561822,2019,153.739487,225.0,222.0,465.0,210.0,691.0,2458.0,3139.0,3329.0,3397.0,3376.0,1364.0,538.0,70.0,3028.0,4.0,22.0,48.0,23.0,0.8813223838806152,2.6658119658119657,-0.7548761367797852
Brazil,Amazonas,Stable_Forest,-59.432853607696984,-11.575106846229476,2019,170.705597,183.875,183.21428571428572,340.8888888888889,183.66666666666666,677.8,2261.1666666666665,2962.0,2835.0,3285.5,2968.7,1478.6666666666667,584.0,63.0,2664.5,4.0,18.0,35.0,19.0,0.8783127069473267,2.585261437453278,-0.7853269577026367
Brazil,Amazonas,Stable_Forest,-63.05863375746019,-4.097530421218579,2019,352.860626,257.0,309.5,465.0,269.5,697.5,2254.0,2905.5,3207.0,3359.5,3148.5,1403.5,535.5,132.0,3719.5,4.0,27.5,47.5,31.0,0.844959020614624,2.933100349475786,-0.7467319965362549
Brazil,Amazonas,Stable_Forest,-64.54202178612677,-9.134204556219913,2019,0.9703500270843506,294.0,342.0,607.0,480.0,1025.0,1919.0,2188.0,2300.0,2634.0,2616.0,1912.0,1068.0,114.0,3661.0,4.0,49.0,63.0,35.0,0.6546762585639954,1.7392966360856268,-0.5823873281478882
Brazil,Amazonas,Stable_Forest,-60.8730326711974,-8.865069297097703,2019,162.750687,196.0,228.0,420.0,256.0,679.0,2273.0,2859.0,3260.0,3128.0,2890.0,1541.0,623.0,65.0,3225.0,4.0,26.0,43.0,24.0,0.8543799519538879,2.4327826368642698,-0.77173912525177
Brazil,Amazonas,Stable_Forest,-58.3732008985496,-10.650560755813665,2019,158.3894500732422,215.0,271.5,457.5,299.0,797.0,2130.0,2629.0,2973.5,2979.0,2954.5,1602.0,710.5,70.0,2728.0,4.0,30.5,47.5,27.5,0.8172650933265686,2.4471589349437277,-0.7333139181137085
Brazil,Amazonas,Stable_Forest,-63.73165156832254,-5.235156897027541,2019,41.17841720581055,267.0,265.0,479.0,262.0,776.0,2167.0,2731.0,2688.0,3083.0,2948.0,1442.0,563.0,150.0,3796.0,4.0,28.0,49.0,27.0,0.8223728537559509,2.667692984385309,-0.697505533695221
Brazil,Amazonas,Stable_Forest,-55.514492169896045,-7.894349801078149,2019,201.071014,220.0,265.0,440.0,275.0,616.0,2011.0,2528.0,2862.0,2891.0,3082.0,1433.0,632.0,69.0,3014.0,4.0,29.0,44.0,28.0,0.8246732354164124,2.560879033854682,-0.7334948778152466
Brazil,Amazonas,Stable_Forest,-60.00732623189142,-10.950148903067525,2019,112.133369,188.0,182.0,319.0,177.0,619.0,1987.0,2523.0,2404.0,2814.0,2897.0,1313.0,558.0,63.0,2719.0,4.0,18.0,33.0,18.0,0.8628438711166382,2.6486679352997147,-0.7656996250152588
Brazil,Amazonas,Stable_Forest,-64.66616895839208,-4.228594621171617,2019,211.431732,469.0,426.0,542.0,326.5,820.0,2268.0,2841.0,2737.0,3155.0,3404.5,1612.0,653.5,147.5,3817.5,4.0,33.5,56.0,44.0,0.7868450880050659,4.012150466045273,-0.6694114208221436
Brazil,Amazonas,Stable_Forest,-60.821199879303705,-10.634480912227925,2019,136.604141,202.0,326.0,549.0,316.0,822.0,2195.0,2776.0,3187.0,3282.0,3015.0,1477.0,620.0,88.0,2946.0,4.0,33.0,57.0,33.0,0.8195832371711731,2.7197802197802194,-0.7061027884483337
Brazil,Amazonas,Stable_Forest,-57.86179000730035,-6.945189871877463,2019,180.900497,310.0,300.0,414.0,239.0,787.0,2447.0,3091.0,2990.0,3457.0,3501.0,1459.0,575.0,111.0,3147.0,4.0,27.0,43.0,31.0,0.8519665598869324,3.1620689655172414,-0.7567567825317383
Brazil,Amazonas,Stable_Forest,-64.62691258047606,-9.92562032152921,2019,4.2426228523254395,399.0,453.0,687.0,656.0,1108.5,2043.0,2507.5,2584.0,2888.0,2812.0,2614.5,1396.0,195.5,3212.5,4.0,67.5,70.5,46.5,0.595061719417572,1.5431407075396188,-0.5799449682235718
Brazil,Amazonas,Stable_Forest,-61.00921726826992,-11.708776160506462,2019,19.759923934936523,240.0,217.0,365.0,212.0,710.0,2341.0,3054.0,2962.0,3369.0,3045.0,1504.0,595.0,70.0,3072.0,4.0,22.0,38.0,23.0,0.8664146065711975,2.636625119846596,-0.7805830836296082
Brazil,Amazonas,Stable_Forest,-59.014957337524585,-8.347909188030096,2019,24.272127151489258,100.5,165.0,329.0,149.0,524.5,2046.5,2734.0,3214.0,2983.0,2870.5,1252.0,477.5,58.0,3073.5,4.0,15.5,34.0,17.0,0.911388635635376,2.6684659585582446,-0.814281702041626
Brazil,Amazonas,Stable_Forest,-58.20350914137942,-10.230598360487788,2019,0.39336898922920227,345.0,562.0,837.0,993.0,1464.5,2330.0,2679.5,2888.5,3093.5,3001.5,2911.0,1702.5,69.0,2725.0,4.0,101.0,85.0,57.5,0.48834213614463806,1.0229357798165137,-0.5506643652915955
Brazil,Amazonas,Stable_Forest,-57.63990613212283,-10.818545713944015,2019,94.03512573242188,485.0,598.0,842.0,1216.0,1527.0,1924.0,2187.0,2414.0,2603.0,2558.0,3677.0,2448.0,64.0,2641.0,5.0,125.0,87.0,60.0,0.3300275504589081,0.573096058170685,-0.48280099034309387
Brazil,Amazonas,Stable_Forest,-58.25857586829594,-8.210377118031397,2019,61.99009323120117,241.0,281.0,570.0,295.0,947.0,2528.0,3017.0,3148.0,3326.0,3341.0,1540.0,642.0,116.0,3178.0,4.0,30.0,58.0,30.0,0.8286378383636475,2.5369020096034145,-0.693383514881134
Brazil,Amazonas,Stable_Forest,-60.964211672535534,-6.484803288766208,2019,136.325607,269.0,302.5,474.0,280.5,700.0,2056.0,2590.5,2901.0,3027.5,2949.0,1404.0,553.0,177.0,3736.0,4.0,29.0,48.5,31.0,0.8236680626869202,2.8283864004317323,-0.7191110849380493
Brazil,Amazonas,Stable_Forest,-58.637305592080736,-6.551727777433112,2019,19.43231201171875,153.5,202.0,342.5,175.0,588.0,1980.5,2609.5,2531.0,2932.0,3014.5,1329.5,518.0,62.0,3740.5,4.0,18.5,35.5,21.5,0.8706578016281128,2.849540396710208,-0.7616147398948669
Brazil,Amazonas,Stable_Forest,-57.72874951372225,-7.8267964917123605,2019,238.462372,222.0,213.0,386.5,192.0,692.5,2321.5,3023.5,3420.5,3405.0,3241.0,1349.0,520.5,105.0,3201.0,4.0,20.5,40.0,22.0,0.8937024474143982,2.7121135752688175,-0.7969529628753662
Brazil,Amazonas,Stable_Forest,-60.41138844668838,-9.745687770120071,2019,417.456879,208.0,197.5,335.5,198.5,615.0,2171.5,2917.5,2810.0,3250.0,3077.0,1524.5,640.5,70.0,2990.0,4.0,20.5,34.5,20.0,0.8680405616760254,2.5900029753049685,-0.7866793870925903
Brazil,Amazonas,Stable_Forest,-64.39388959577545,-8.164293543956065,2019,50.299922943115234,200.0,227.5,372.5,219.0,672.0,2055.5,2602.0,2594.5,2958.0,2876.5,1263.5,474.5,127.0,3578.5,4.0,22.5,38.0,23.5,0.8443220257759094,2.6954499035515718,-0.7489046454429626
Brazil,Amazonas,Stable_Forest,-57.30573284643037,-8.832011294642106,2019,101.259956,215.0,190.0,290.0,151.0,617.0,2387.0,3168.0,2609.0,3535.0,3772.0,1388.0,531.0,69.0,2560.0,4.0,16.0,29.0,20.0,0.8905797004699707,2.9387852702056434,-0.799930989742279
Brazil,Amazonas,Stable_Forest,-56.2364681637429,-8.801917732624101,2019,171.799118,175.0,216.0,394.0,192.0,680.0,2148.0,2848.0,2850.0,3160.0,3119.0,1443.0,567.0,63.0,2682.0,4.0,20.0,41.0,22.0,0.8737672567367554,2.7885018883759964,-0.7570900321006775
Brazil,Amazonas,Stable_Forest,-57.40706281047905,-10.623072308119607,2019,71.988922,183.0,202.0,405.0,207.0,715.0,2613.0,3243.0,3488.0,3637.0,3099.0,1599.0,643.0,63.0,2711.0,4.0,22.0,41.0,22.0,0.8879566788673401,2.550528606965174,-0.7919342517852783
Brazil,Amazonas,Stable_Forest,-57.19029933242101,-6.754747031644124,2019,248.787628,251.0,200.0,337.0,211.0,626.5,1905.5,2478.0,2344.0,2801.5,2948.0,1337.0,532.5,119.5,3053.5,4.0,22.0,35.0,20.5,0.8348336815834045,2.526054002842255,-0.7486012578010559
Brazil,Amazonas,Stable_Forest,-63.64244886060947,-5.383917908077734,2019,249.101135,272.0,239.0,368.0,228.0,722.0,2026.0,2507.0,2170.0,2906.0,2932.0,1289.0,537.0,144.0,3681.0,4.0,24.0,38.0,25.0,0.809841513633728,2.779845405095906,-0.710007905960083
Brazil,Amazonas,Stable_Forest,-59.88668248923417,-9.975207325212608,2019,44.581966400146484,243.0,231.0,357.0,248.0,677.0,1918.0,2415.0,2402.0,2651.0,3139.0,1538.0,731.0,70.0,2688.0,4.0,27.0,37.0,26.0,0.8128302097320557,2.4947880472550383,-0.7412105798721313
Brazil,Amazonas,Stable_Forest,-59.71645174289352,-10.774168938908511,2019,247.307999,205.0,216.0,378.0,200.0,689.0,2166.0,2886.0,3068.0,3323.0,3119.0,1478.0,629.0,69.0,2510.0,4.0,21.0,38.0,23.0,0.8776009678840637,2.706681766704417,-0.7806152105331421
Brazil,Amazonas,Stable_Forest,-55.28263699506479,-7.819609969439405,2019,52.85164260864258,197.0,224.0,444.0,221.0,702.0,2246.0,2881.0,3129.0,3212.0,3074.0,1587.0,660.0,75.0,3082.0,4.0,23.0,46.0,22.0,0.8680596947669983,2.618876080691643,-0.7514693737030029
Brazil,Amazonas,Stable_Forest,-55.90768476975516,-3.130134691750267,2019,297.899261,231.5,262.0,523.5,187.5,729.5,2507.0,3201.5,3325.0,3513.5,3256.0,1471.5,582.5,65.0,3670.5,4.0,19.5,53.5,27.5,0.8932384252548218,3.15516894609815,-0.7279459238052368
Brazil,Amazonas,Stable_Forest,-63.525308547560286,-11.83939120281744,2019,144.119095,236.5,244.5,387.0,212.0,643.0,2049.5,2675.0,2704.0,2994.0,3040.0,1381.5,560.0,70.0,3115.5,4.0,22.0,39.5,25.0,0.8545953631401062,2.906800419923014,-0.749595582485199
Brazil,Amazonas,Stable_Forest,-56.421161786157874,-10.861125858411281,2019,293.438354,227.0,250.0,434.0,224.0,731.0,2315.0,2836.0,2766.0,3206.0,3130.0,1479.0,607.0,63.0,2401.0,4.0,23.0,45.0,26.0,0.8501672148704529,2.842128801431127,-0.7287499904632568
Brazil,Amazonas,Stable_Forest,-55.07836009945601,-3.5601582182582816,2019,284.5960998535156,198.0,275.5,412.5,238.0,611.0,1877.0,2364.0,2605.0,2679.0,2918.0,1226.0,514.0,64.0,3541.5,4.0,24.5,42.5,28.5,0.8325712084770203,3.0072417735992882,-0.726594865322113
Brazil,Amazonas,Stable_Forest,-62.70065511673857,-7.254659487256638,2019,109.38018035888672,222.5,258.5,443.5,230.0,699.5,2241.5,2849.5,2955.5,3208.0,3230.0,1405.5,536.0,133.5,3728.5,4.0,24.0,45.5,26.5,0.8555956482887268,2.841726618705036,-0.7390409111976624
Brazil,Amazonas,Stable_Forest,-64.77234982497501,-4.760307437841962,2019,196.715424,282.0,295.0,471.0,238.0,763.0,2381.0,3059.0,3278.0,3423.0,3109.0,1557.0,598.0,168.0,3984.0,4.0,25.0,49.0,30.0,0.8646188974380493,3.0467027460412908,-0.7487329840660095
Brazil,Amazonas,Stable_Forest,-60.78877069754699,-9.349171403709715,2019,250.7325897216797,278.5,290.0,612.0,267.5,715.0,2117.0,2790.5,3567.0,2981.5,2941.5,1254.5,503.0,70.5,3077.0,4.0,27.0,62.5,30.5,0.8604772686958313,2.751417611741161,-0.7071069478988647
Brazil,Amazonas,Stable_Forest,-61.17810054168439,-12.000998122430541,2019,23.634050369262695,161.0,228.0,398.0,258.0,753.0,2096.0,2691.0,2846.0,2959.0,2920.0,1587.0,687.0,64.0,2934.0,4.0,26.0,42.0,23.0,0.8337628841400146,2.4096834264432028,-0.7546239495277405
Brazil,Amazonas,Stable_Forest,-63.76345192938037,-8.743706902213157,2019,16.17441177368164,413.5,528.0,800.0,1075.0,1441.5,1872.5,2155.0,2281.5,2550.0,2579.0,3409.0,2158.0,72.0,3331.5,5.0,110.0,81.5,52.5,0.3594518005847931,0.6320062860136197,-0.48077234625816345
Brazil,Amazonas,Stable_Forest,-60.21501672557985,-3.0952800587264293,2019,1.4635119438171387,578.5,426.5,694.5,437.5,1052.5,2781.5,3347.5,3274.0,3816.5,3468.0,2078.5,1019.0,339.0,3966.5,5.5,44.5,71.0,43.0,0.7642462849617004,2.6251735307727904,-0.6499937176704407
Brazil,Amazonas,Stable_Forest,-55.787939342382025,-8.184864963962402,2019,205.2493896484375,159.0,263.0,490.0,273.0,742.0,2580.0,3250.0,3156.0,3571.0,3399.0,1706.0,708.0,63.0,3035.0,4.0,28.0,49.0,29.0,0.84076988697052,2.553587245349867,-0.7312122583389282
Brazil,Amazonas,Stable_Forest,-59.11404151336296,-8.234362136117388,2019,152.355179,154.5,216.5,389.5,229.5,583.5,1977.5,2549.5,2868.5,2846.5,2736.0,1223.0,497.5,58.0,3097.0,4.0,23.0,39.5,22.5,0.8518399000167847,2.51548946716233,-0.7608962655067444
Brazil,Amazonas,Stable_Forest,-56.58663146149269,-7.872071582031984,2019,264.161224,185.0,186.0,351.0,200.0,636.0,2133.0,2896.0,2636.0,3297.0,3125.0,1331.0,546.0,63.0,2873.0,4.0,20.0,36.0,20.0,0.8589562773704529,2.493857493857494,-0.7649815678596497
Brazil,Amazonas,Stable_Forest,-55.43310480515481,-9.320874472259948,2019,155.122787,165.0,194.0,327.0,175.0,596.0,2013.0,2692.0,2520.0,2936.0,3075.0,1248.0,479.0,63.0,2509.0,4.0,19.0,34.0,21.0,0.8701298832893372,2.770557655954631,-0.7702845335006714
Brazil,Amazonas,Stable_Forest,-64.29462575688025,-11.033782056019053,2019,124.488029,262.0,281.0,454.0,248.0,743.0,2406.0,3073.0,3112.0,3435.0,3225.0,1578.0,629.0,111.0,3505.0,4.0,26.0,47.0,29.0,0.8523809313774109,2.871465811108883,-0.7453729510307312
Brazil,Amazonas,Stable_Forest,-56.713473579610366,-6.693032771625113,2019,148.776276,264.0,256.5,404.0,218.5,609.5,2207.5,2873.5,3067.5,3216.5,3129.5,1370.5,537.5,72.5,3088.0,4.0,23.5,42.5,25.5,0.867011547088623,2.9003359462486,-0.7672476172447205
Brazil,Amazonas,Stable_Forest,-56.9384117267539,-8.227714603014903,2019,125.476913,168.0,196.0,397.0,189.0,697.0,2312.0,2922.0,3088.0,3161.0,3123.0,1349.0,521.0,74.0,2678.0,4.0,19.0,42.0,21.0,0.8846505880355835,2.6325826371231384,-0.7721664309501648
Brazil,Amazonas,Stable_Forest,-57.748422618444465,-10.075459310920348,2020,87.809189,193.5,212.0,378.0,221.5,702.5,2003.5,2555.5,2384.5,2871.5,2886.0,1353.5,560.0,64.0,2811.0,4.0,22.5,38.5,22.0,0.8300076723098755,2.545304777594728,-0.7263348698616028
Brazil,Amazonas,Stable_Forest,-55.29709987113912,-4.560072961011721,2020,214.50563049316406,167.5,168.0,281.0,144.5,505.5,1841.0,2343.5,2364.0,2607.5,2856.5,1210.5,490.5,64.0,3227.0,4.0,15.0,29.0,18.0,0.8847917318344116,2.8137677484787016,-0.787523627281189
Brazil,Amazonas,Stable_Forest,-60.83099151590061,-6.1970729032627245,2020,181.027802,234.0,232.5,413.5,224.5,719.5,2309.0,2978.5,3061.0,3294.0,3263.0,1510.0,591.5,69.0,3659.5,4.0,23.5,42.5,24.5,0.8633388876914978,2.660632210862021,-0.7619801163673401
Brazil,Amazonas,Stable_Forest,-62.56905192761506,-4.597173382245857,2020,81.678818,305.0,324.0,535.0,279.0,778.0,2452.0,3169.0,3550.0,3531.0,3599.0,1432.0,575.0,171.0,3347.0,4.0,30.0,55.0,32.0,0.8542700409889221,2.9257602862254024,-0.7380660772323608
Brazil,Amazonas,Stable_Forest,-55.79458687548451,-4.14585978350421,2020,4.624499797821045,198.0,248.0,491.0,219.0,849.0,2765.0,3572.0,3644.0,3921.0,3448.0,1530.0,620.0,81.0,3898.0,4.0,23.0,49.0,26.0,0.8866166472434998,2.7629880606647306,-0.762515127658844
Brazil,Amazonas,Stable_Forest,-59.18411010552429,-8.088385902447966,2020,113.74473571777344,162.5,175.5,325.0,169.5,560.5,1766.0,2298.5,2419.5,2561.5,2818.5,1200.0,494.5,58.0,2977.0,4.0,18.0,34.0,19.5,0.8690614104270935,2.6517383618149677,-0.7631626725196838
Brazil,Amazonas,Stable_Forest,-58.893594942640036,-7.457319415354002,2020,65.20122528076172,139.0,181.0,368.5,185.5,608.0,2087.0,2626.5,2766.5,2962.0,3028.0,1322.5,541.5,60.0,3389.5,4.0,19.0,38.0,19.5,0.8743224740028381,2.557471264367816,-0.7649123072624207
Brazil,Amazonas,Stable_Forest,-62.049017209638265,-5.170388365042524,2020,98.103477,261.0,276.0,432.0,251.0,712.0,2035.0,2528.0,2540.0,2824.0,3078.0,1378.0,559.0,324.0,3303.0,4.0,25.0,44.0,27.0,0.8201361298561096,2.89453717754173,-0.7092866897583008
Brazil,Amazonas,Stable_Forest,-58.47453086259828,-7.25385100350093,2020,134.082443,178.5,212.5,402.5,181.0,742.0,2413.0,3070.0,3188.0,3407.5,2965.0,1537.5,612.0,65.0,3388.5,4.0,19.0,41.5,22.0,0.8925496935844421,2.803729603729604,-0.7757972478866577
Brazil,Amazonas,Stable_Forest,-59.074964798503764,-4.559533971841249,2020,252.590607,216.5,256.0,425.5,246.5,657.0,1967.5,2426.5,2839.5,2802.5,2899.5,1286.0,524.5,90.0,3671.5,4.0,25.0,44.5,26.0,0.8402462601661682,2.7016045009376954,-0.7393568158149719
Brazil,Amazonas,Stable_Forest,-58.8279280953709,-9.205979947421062,2020,217.8476104736328,169.0,221.5,442.0,214.0,726.0,2465.5,3154.5,3486.0,3479.5,3291.0,1628.5,665.0,78.0,2922.5,4.0,22.0,45.5,23.0,0.884324312210083,2.630436530267706,-0.7749490737915039
Brazil,Amazonas,Stable_Forest,-58.23971124732943,-10.697003656002645,2020,169.010895,158.5,175.5,334.0,168.0,575.0,2299.0,2929.0,3356.0,3272.5,3178.5,1440.0,580.0,63.0,2717.0,4.0,17.5,34.5,18.5,0.904653787612915,2.6141861418614187,-0.8189702033996582
Brazil,Amazonas,Stable_Forest,-59.437884173288055,-8.36237206410442,2020,280.815308,149.5,156.5,309.0,165.0,533.5,1813.0,2441.5,2612.5,2726.5,2987.5,1215.0,486.5,58.0,3071.5,4.0,16.5,31.5,17.0,0.8811880946159363,2.5182631958020374,-0.7884648442268372
Brazil,Amazonas,Stable_Forest,-63.94607942664187,-11.539264066393107,2020,111.91831970214844,290.0,339.0,444.0,224.0,682.0,2061.0,2553.0,2884.0,2847.0,2853.0,1335.0,568.0,99.0,2992.0,4.0,23.0,46.0,35.0,0.8558558821678162,3.9430773791876668,-0.7331730723381042
Brazil,Amazonas,Stable_Forest,-55.04727839062548,-6.940608463928453,2020,0.21269799768924713,410.5,685.5,1056.0,1131.0,1705.0,3132.5,3673.0,3910.0,4093.0,3572.5,2684.5,1549.0,60.0,2990.0,4.0,115.5,108.0,70.0,0.5512794852256775,1.2505062322818703,-0.5747079849243164
Brazil,Amazonas,Stable_Forest,-56.86358206358674,-11.797260215992234,2020,135.272614,175.0,203.0,332.0,195.33333333333334,594.0,1961.0,2460.0,2510.0,2768.0,2962.0,1387.0,563.0,63.0,2368.0,4.0,20.0,34.0,21.0,0.8555938601493835,2.6783923474504356,-0.7663617134094238
Brazil,Amazonas,Stable_Forest,-56.995544578823896,-11.417542345394912,2020,2.0144050121307373,415.5,539.5,827.0,1239.5,1675.5,2075.0,2336.166666666667,2448.0,2727.5,2781.6666666666665,3431.0,2052.5,63.0,2127.0,5.0,126.5,84.5,56.0,0.327728807926178,0.5173594760049659,-0.49496182799339294
Brazil,Amazonas,Stable_Forest,-59.03274398015015,-9.340098419340107,2020,49.88372802734375,312.0,349.0,596.0,516.0,1074.0,2340.0,2767.0,2486.0,3093.0,2974.0,2439.0,1320.0,87.0,2899.0,4.0,53.0,61.0,35.0,0.6562291979789734,1.6607654695666834,-0.6132381558418274
Brazil,Amazonas,Stable_Forest,-56.390439403440986,-10.159272126928698,2020,1.02217698097229,1028.5,1356.0,1676.0,2194.0,2633.0,2792.0,3024.5,3163.0,3452.0,3273.5,5264.5,4238.5,66.0,2321.5,5.0,223.0,171.0,138.0,0.18088482320308685,0.39339071126989283,-0.30729490518569946
Brazil,Amazonas,Stable_Forest,-61.62959380348286,-11.489317736596062,2020,26.993679,507.0,660.0,988.0,1210.0,1719.0,2292.0,2568.0,2730.0,2975.0,2913.0,3649.0,2267.0,81.0,2796.0,5.0,122.0,101.0,67.0,0.3857868015766144,0.7538186867684983,-0.46853145956993103
Brazil,Amazonas,Stable_Forest,-64.21144176157078,-10.481857145456019,2020,39.992374420166016,282.5,323.0,467.0,393.0,839.5,2131.5,2423.0,2498.0,2812.0,2755.5,1931.0,997.5,90.0,2852.5,4.0,40.0,48.0,33.5,0.7281217575073242,2.1616348326145,-0.6849915385246277
Brazil,Amazonas,Stable_Forest,-63.0278215432149,-10.861125858411281,2020,152.245621,211.0,225.0,415.5,238.5,622.0,1989.5,2595.5,3032.5,2913.5,3069.5,1408.5,572.0,75.0,3196.0,4.0,24.5,43.0,23.0,0.8541730642318726,2.5153042851998557,-0.7589907050132751
Brazil,Amazonas,Stable_Forest,-59.59517917953738,-8.01589185901952,2020,224.747375,218.0,207.5,372.0,192.0,609.5,2085.5,2592.0,2672.0,2898.5,3034.5,1323.0,549.0,58.0,2890.0,4.0,19.5,39.0,22.0,0.8659217953681946,2.7327823691460056,-0.7555847764015198
