
country,area_name,aoi_category,longitude,latitude,year,biomass_mg_ha,s2_B1,s2_B2,s2_B3,s2_B4,s2_B5,s2_B6,s2_B7,s2_B8,s2_B8A,s2_B9,s2_B11,s2_B12,s2_AOT,s2_WVP,s2_SCL,s2_TCI_R,s2_TCI_G,s2_TCI_B,s2_NDVI,s2_EVI,s2_SAVI,s2_MSAVI2,s2_NDMI,s2_NDWI,s2_NBR,s2_RE_NDVI,s2_REP
Ghana,Ashanti,Deforestation_Hotspot,-4.528631926067538,8.962806000009907,2021,16.5752010345459,996.5,957,1194,1013.0,1712.5,2850.5,3103.0,3092.0,3338.0,5135.0,2446.5,1864.5,233,3924.0,5.5,103.5,122,97.5,0.5064555406570435,2.6072234762979685,0.7595907928388748,0.672344712596896,0.11654780060052872,-0.4428371489048004,0.24765460193157196,0.28712666034698486,715.6260984182777
Ghana,Ashanti,Deforestation_Hotspot,-4.746742877051758,6.902430064353373,2021,55.35454559326172,312.5,290,655,336.5,1140.5,3325.0,3961.5,4146.5,4329.5,4139.5,2203.0,995.5,123,4006.5,4.0,35.0,67,30.0,0.8498772978782654,2.3863209319804586,1.2746738039478087,0.9188382280790393,0.30608710646629333,-0.727168619632721,0.6127966046333313,0.5685644149780273,721.1581597619593
