
country,area_name,aoi_category,longitude,latitude,year,biomass_mg_ha,s2_B1,s2_B2,s2_B3,s2_B4,s2_B5,s2_B6,s2_B7,s2_B8,s2_B8A,s2_B9,s2_B11,s2_B12,s2_AOT,s2_WVP,s2_SCL,s2_TCI_R,s2_TCI_G,s2_TCI_B,s2_NDVI,s2_EVI,s2_SAVI,s2_MSAVI2,s2_NDMI,s2_NDWI,s2_NBR,s2_RE_NDVI,s2_REP
Ghana,Brong Ahafo,Deforestation_Hotspot,-6.838020858482004,10.284856603648608,2021,7.822563171386719,400.0,633.0,1010.0,935.0,1719.0,2873.0,3241.0,3094.0,3453.0,3419.0,2731.0,1667.0,204.0,3451.0,4,95.0,103.0,65.0,0.5358649492263794,1.3638660770688564,0.8036977292468048,0.6977681176840633,0.06231759488582611,-0.5077972412109375,0.2997269332408905,0.28568461537361145,716.1915077989602
Ghana,Brong Ahafo,Deforestation_Hotspot,-7.412583314204849,9.87226039365251,2021,10.082557678222656,433.0,752.0,1110.0,1194.0,1578.0,2613.0,3031.0,3002.0,3319.0,3294.0,2847.0,1981.0,214.0,3403.0,4,121.0,113.0,79.0,0.43088656663894653,0.9984537221117739,0.6462528297390683,0.6022252581619796,0.02650025673210621,-0.46011674404144287,0.20489664375782013,0.3109170198440552,723.0748792270531
Ghana,Brong Ahafo,Deforestation_Hotspot,-6.7220483553021735,10.041143667066981,2021,1.214100956916809,386.0,637.0,1005.0,1144.0,1857.0,3749.0,4407.0,3872.0,4602.0,4519.0,3428.0,2152.0,204.0,3653.0,4,117.0,103.0,65.0,0.5438596606254578,1.1443913079956372,0.8157081630618956,0.7045185728106844,0.06082191690802574,-0.5878614187240601,0.2855245769023895,0.35171931982040405,721.9912790697674
Ghana,Brong Ahafo,Deforestation_Hotspot,-3.3305488316373317,10.525964425906286,2021,28.728622436523438,222.0,289.0,668.0,458.0,1204.0,3046.0,3529.0,3531.0,3847.0,3868.0,2260.0,1146.0,313.0,3470.0,4,47.0,70.0,33.0,0.7703685164451599,1.8680851063829786,1.155407945857877,0.8702757156761436,0.21947850286960602,-0.681829035282135,0.5099422931671143,0.49144667387008667,720.0013572204126
Ghana,Brong Ahafo,Deforestation_Hotspot,-3.743773862332312,10.653884522364907,2021,1.0619250535964966,708.0,619.0,1142.0,1072.0,2142.0,3120.0,3433.0,3363.0,3684.0,3650.0,3433.0,2345.0,330.0,3521.0,4,109.0,115.0,66.0,0.5165727138519287,1.1113806151159407,0.7747717281028069,0.6812047034113675,-0.010300176218152046,-0.4930077791213989,0.178346186876297,0.2217983603477478,708.9544989775051
Ghana,Brong Ahafo,Deforestation_Hotspot,-8.610037587936171,10.979074655216174,2021,18.927820205688477,230.0,271.0,614.0,378.0,1077.0,2652.0,3111.0,3106.0,3326.0,3275.0,1982.0,933.0,349.0,4128.0,4,38.0,63.0,26.0,0.7830080389976501,2.0403889304412863,1.1743435213086526,0.8782828554280968,0.22091194987297058,-0.6698924899101257,0.538004457950592,0.48505857586860657,719.8333333333334
Ghana,Brong Ahafo,Deforestation_Hotspot,-3.240178314054908,9.288445290503235,2021,2.6655631065368652,394.5,439.5,833.0,676.0,1418.0,2654.0,3007.5,3063.0,3290.5,3268.0,2739.5,1780.0,254.5,3726.0,4,70.0,86.0,44.0,0.638405978679657,1.560640732265446,0.9574809466506218,0.7792732604561934,0.05575183033943176,-0.5723819136619568,0.2649184465408325,0.36710554361343384,716.9993932038835
Ghana,Brong Ahafo,Deforestation_Hotspot,-8.063951726719914,9.974219178400077,2021,67.737923,307.0,407.0,681.0,622.0,1144.0,1927.0,2195.0,2240.0,2258.0,2587.5,2249.0,1447.5,217.5,3525.5,4,62.5,70.0,44.0,0.5653389096260071,1.3850368087656224,0.8478602620087337,0.7222766533282083,-0.002004900947213173,-0.5337213277816772,0.21491526067256927,0.3238770663738251,716.8231162196679
Ghana,Brong Ahafo,Deforestation_Hotspot,-3.602738362725547,10.403613884209209,2021,19.53851890563965,381.0,496.0,842.0,828.0,1415.0,2742.0,3243.0,3326.0,3602.0,3559.0,2791.0,1576.0,311.0,3642.0,4,84.0,87.0,53.0,0.6013481020927429,1.3650273224043716,0.9019135876760139,0.7510242052244394,0.08746117353439331,-0.5959693193435669,0.35699713230133057,0.4030795097351074,721.3658628485305
Ghana,Brong Ahafo,Deforestation_Hotspot,-6.647398355191841,10.395798541237369,2021,364.858734,312.0,404.0,700.0,462.0,1171.0,2404.0,2881.0,2878.0,3057.0,3018.0,1961.0,1030.0,217.0,3532.0,4,47.0,72.0,42.0,0.7233532667160034,2.3044639450591378,1.0848675348001797,0.8394484407999698,0.18950195610523224,-0.6087199449539185,0.4728761613368988,0.4215855896472931,719.2072181670721
Ghana,Brong Ahafo,Deforestation_Hotspot,-6.909347092041093,9.904779406937639,2021,7.398453235626221,385.0,478.0,913.0,835.0,1549.0,2885.0,3424.0,3498.0,3752.0,3534.0,2678.0,1642.0,299.0,3429.0,4,85.0,93.0,49.0,0.6145857572555542,1.352051177904143,0.9217722395292489,0.7612661892540018,0.13277201354503632,-0.586034893989563,0.3610894978046417,0.38616999983787537,720.2077095808384
Ghana,Brong Ahafo,Deforestation_Hotspot,-7.097723807120957,9.872440056709335,2021,11.566609382629395,393.5,488.0,818.0,714.5,1431.5,2686.5,3059.0,3022.5,3404.5,3354.0,2611.0,1620.0,198.0,3444.5,4,73.0,83.5,50.0,0.6176077127456665,1.5806053965210245,0.9262876254180603,0.7635764222550279,0.07304517924785614,-0.5740138292312622,0.30210015177726746,0.3572070002555847,717.6962151394422
Ghana,Brong Ahafo,Deforestation_Hotspot,-8.199687166150374,10.84315955272889,2021,3.265131950378418,307.0,417.0,810.5,646.0,1426.5,3274.5,3644.0,3590.0,3861.5,3576.5,2622.0,1463.0,320.5,3898.0,4,66.5,84.0,42.0,0.6949952840805054,1.6960479317893769,1.0423698807978283,0.820035156337326,0.15582743287086487,-0.6316327452659607,0.42093804478645325,0.431276798248291,718.6079545454545
Ghana,Brong Ahafo,Deforestation_Hotspot,-3.8000982306466056,9.844232956787982,2021,0.7424659729003906,460.0,494.0,936.0,731.0,1468.0,3451.5,3975.0,3911.0,4123.0,3612.5,2642.5,1589.5,259.0,3893.0,4,75.0,95.5,51.0,0.6850495338439941,1.7308948399738733,1.0274636510500808,0.813071850419874,0.19356068968772888,-0.613781750202179,0.4220525324344635,0.45417362451553345,720.6163347617847
Ghana,Brong Ahafo,Deforestation_Hotspot,-4.132474885770828,9.192684881216094,2021,20.826234817504883,456.5,268.5,517.5,323.0,889.5,2533.5,2959.5,2870.0,3200.0,3106.0,1544.5,722.5,297.5,3777.5,4,33.5,53.0,27.5,0.7976824045181274,2.2779715588945533,1.1963363081258807,0.8874390433820736,0.3002605140209198,-0.694464921951294,0.5977731347084045,0.5267987847328186,721.0044099756691
Ghana,Brong Ahafo,Deforestation_Hotspot,-3.530423982353925,9.376929345989007,2021,66.431572,261.5,390.0,700.5,514.5,1129.5,2490.0,2878.0,2587.0,3153.5,3090.5,2000.5,1122.5,255.5,3828.0,4,51.0,72.0,37.5,0.6682250499725342,1.8840909090909093,1.002176015473888,0.8010901923662459,0.12784741818904877,-0.573840320110321,0.394797146320343,0.3921700417995453,719.5801176038221
Ghana,Brong Ahafo,Deforestation_Hotspot,-4.0235092418071305,10.059109972749372,2021,126.797234,240.0,283.0,619.0,360.0,1083.0,2976.0,3520.0,3306.0,3849.0,3902.0,1912.0,945.0,302.0,3515.0,4,37.0,63.0,29.0,0.8036006689071655,2.2021228883241144,1.205236601663712,0.8910924006754612,0.26715216040611267,-0.6845859885215759,0.55539870262146,0.5064935088157654,720.8452192287375
Ghana,Brong Ahafo,Deforestation_Hotspot,-8.617044447152304,10.98167976954012,2021,14.769808769226074,479.0,665.0,1048.0,992.0,1651.0,2847.0,3250.0,3243.0,3503.0,3442.0,2699.0,1889.0,350.0,4132.0,4,102.0,107.0,66.0,0.5315230488777161,1.3371747653558275,0.7971904143548578,0.6940776543533502,0.09155166894197464,-0.5115357637405396,0.26383477449417114,0.3252962827682495,718.7541806020067
Ghana,Brong Ahafo,Deforestation_Hotspot,-3.908614716968244,10.032160514225787,2021,2.9912519454956055,351.0,428.5,786.0,809.5,1154.0,2085.5,2345.5,2322.5,2485.0,2369.5,2250.5,1562.5,306.5,3322.5,4,82.0,80.5,44.5,0.48307791352272034,0.953551395979076,0.7245011971268954,0.651404289184029,0.015744587406516075,-0.4942898452281952,0.1956242024898529,0.33611389994621277,720.9125067096081
Ghana,Brong Ahafo,Deforestation_Hotspot,-7.339999439247992,10.906131454145669,2021,1.214100956916809,603.5,1019.0,1633.0,2268.5,2714.5,3633.0,3910.5,3828.0,4057.0,3855.0,4445.5,3565.5,347.0,3766.5,5,219.5,167.0,104.5,0.2558025121688843,0.39793314621076803,0.38367229785140233,0.4073613612745248,-0.07463588565587997,-0.4019410312175751,0.03550415858626366,0.17019487917423248,719.289602612956
Ghana,Brong Ahafo,Deforestation_Hotspot,-3.165528313944576,9.685770140669298,2021,36.82401657104492,346.5,475.0,803.5,668.5,1333.0,2595.0,2985.0,2995.0,3317.0,3581.5,2390.5,1389.5,261.0,3748.0,7,69.0,83.0,48.0,0.6350484490394592,1.6885614748149225,0.9524426855895197,0.7767657093918388,0.1122458428144455,-0.576938271522522,0.3661763072013855,0.38401108980178833,718.6935419968304
Ghana,Brong Ahafo,Deforestation_Hotspot,-4.2836613480881445,9.874685844919634,2021,18.05630111694336,343.5,317.0,646.0,385.0,1170.0,2924.5,3371.0,3552.0,3707.0,3601.5,2215.5,1103.0,258.5,3763.5,4,40.0,66.5,33.0,0.8044196367263794,2.27155357911347,1.2064761904761905,0.891596755070168,0.23172952234745026,-0.6922343969345093,0.5261009931564331,0.5044472813606262,719.1236819606726
Ghana,Brong Ahafo,Deforestation_Hotspot,-4.007698892806627,10.278748059716595,2021,2.9912519454956055,616.0,952.0,1372.0,1716.0,1985.0,2844.0,3167.0,2830.0,3399.0,3410.0,3273.0,2366.0,301.0,3356.0,5,175.0,140.0,97.0,0.2450505942106247,0.46517454484716886,0.36753546684262617,0.3935974066275776,-0.07258725166320801,-0.3469776213169098,0.08929946273565292,0.1754932552576065,723.6001164144354
Ghana,Brong Ahafo,Deforestation_Hotspot,-4.003117484857618,10.63466057528475,2021,1.214100956916809,528.0,514.0,972.0,828.0,1636.0,3136.0,3641.0,3704.0,3854.0,3764.0,2834.0,1879.0,292.0,3546.0,4,85.0,99.0,53.0,0.634598433971405,1.4923204649232047,0.951792608935466,0.7764344514048389,0.13306821882724762,-0.5842600464820862,0.3268851935863495,0.3872659206390381,718.965
Ghana,Brong Ahafo,Deforestation_Hotspot,-7.097813638649369,9.989939695872168,2021,23.485536575317383,230.0,352.0,593.0,388.0,945.0,2501.0,2973.0,3076.0,3256.0,3181.0,1741.0,878.0,192.0,3468.0,4,40.0,61.0,36.0,0.7759815454483032,2.430379746835443,1.163804300764901,0.8738442391927492,0.2771434485912323,-0.6767511367797852,0.5558927655220032,0.5299676656723022,721.5440231362468
Ghana,Brong Ahafo,Deforestation_Hotspot,-3.5804601436793826,10.849717254302963,2021,37.66328430175781,428.5,574.0,866.5,1045.5,1437.5,2154.5,2382.5,2351.5,2477.5,2801.0,2705.0,1916.5,314.0,3075.5,5,105.0,89.0,58.5,0.3844568729400635,0.7556995718088184,0.5766004415011038,0.5553376700527224,-0.06991001963615417,-0.4614667594432831,0.10192127525806427,0.24122460186481476,718.497210599721
Ghana,Brong Ahafo,Deforestation_Hotspot,-3.2819499747664658,9.320964303788362,2021,45.10323715209961,296.0,425.0,805.0,580.5,1220.0,2517.5,2929.0,2818.0,3150.0,3287.0,2073.5,1197.5,246.5,3655.5,4,58.5,81.5,42.5,0.6583787202835083,1.796034676513084,0.9874227714033539,0.7939738148693323,0.1522027999162674,-0.5556169152259827,0.40356120467185974,0.39574047923088074,719.4248554913295
Ghana,Brong Ahafo,Deforestation_Hotspot,-8.31503084863132,10.981140780369648,2021,25.83782958984375,381.0,608.0,1066.0,1176.0,1708.0,2896.0,3342.0,3394.0,3713.0,3448.0,2947.0,2066.0,341.0,4161.0,4,119.0,108.0,65.0,0.4853391647338867,0.9412663384824309,0.7279291106005907,0.6534728276237729,0.07049361616373062,-0.5219730734825134,0.24322344362735748,0.3304586410522461,721.233164983165
Ghana,Brong Ahafo,Deforestation_Hotspot,-4.42568499450744,9.565485724125695,2021,42.07566452026367,434.5,496.5,814.0,716.5,1335.0,2453.5,2755.0,2696.0,2982.5,2974.5,2419.5,1508.0,245.5,3916.5,4,73.0,83.5,50.5,0.5800732374191284,1.512338604935442,0.8699824201582187,0.7341997124453883,0.054051414132118225,-0.5361823439598083,0.28258800506591797,0.337633341550827,717.5402324541797
Ghana,Brong Ahafo,Deforestation_Hotspot,-3.823813754147361,10.896519480605589,2021,17.73461151123047,453.0,506.0,869.5,750.0,1448.5,2805.5,3133.5,3199.0,3396.0,3464.0,3056.0,1966.0,290.5,3339.0,4,76.5,89.0,52.5,0.62015700340271,1.5678617157490395,0.930117736422332,0.7655236797163525,0.02286170981824398,-0.572569727897644,0.23872217535972595,0.37665411829948425,717.7219970523213
Ghana,Brong Ahafo,Deforestation_Hotspot,-4.180894079584871,10.624419781045786,2021,25.709936141967773,296.5,411.0,712.5,595.5,1219.5,2845.0,3441.5,3438.0,3773.5,3684.0,2275.5,1244.5,265.0,3442.0,4,61.0,73.0,42.5,0.7047229409217834,1.808436187810154,1.0569533961328705,0.8267680013564132,0.20346547663211823,-0.6566678881645203,0.4684463441371918,0.4763284921646118,722.2039372500769
